,text,place,uri,collector,area
102754,Επίσκοπος κρεμασμένος έγραφε κι' απόγραφε,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/273359,"Ποταγός, Ν. Ν.",Ήπειρος
102755,Εύρε η τρύπα το καρφί της,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/157070,"Ποταγός, Ν. Ν.",Λακωνία
102756,Εύρες φαγεί κάτζε εύρες ξύλο φεύγα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/288931,"Ποταγός, Ν. Ν.",Σκύρος
102757,Ευχή γονέων στηρίζει οίκον,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165981,"Ποταγός, Ν. Ν.",Μικρά Ασία
102758,Ζήσε μαύρε μου να φας τριφύλλι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165909,"Ποταγός, Ν. Ν.",Θεσπρωτία
102759,Η αγάπη μάτια δεν έχει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/157119,"Ποταγός, Ν. Ν.",Μικρά Ασία
102760,Η αλήθεια είναι πικρα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/157103,"Ποταγός, Ν. Ν.",Θεσπρωτία
102761,Η αμαρτία γεννά θάνατον,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/157087,"Ποταγός, Ν. Ν.",Λακωνία
102762,Η ανάγκη τέχνας βρίσκει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/157089,"Ποταγός, Ν. Ν.",Αχαΐα
102763,Η γλώσσ' αμαρτάνουσα τ' αληθή λέγει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165932,"Ποταγός, Ν. Ν.",Λακωνία
102764,Η γλώσσα είναι πολύστροφος,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165953,"Ποταγός, Ν. Ν.",Κεφαλληνία
102765,Η γλώσσα μη προτρεχέτω του νου,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/285867,"Ποταγός, Ν. Ν.",Μικρά Ασία
102766,Η γριά 'ς τ' απότρυγα σφεδόνες έπλεκε,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165978,"Ποταγός, Ν. Ν.",Μακεδονία
102767,Η γυναίκα πλάστηκε παραπονιάρα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165925,"Ποταγός, Ν. Ν.",Αρκαδία
102768,Η δικαιοσύνη είναι για τους ανθρώπους,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165956,"Ποταγός, Ν. Ν.",Επτάνησος
102769,Η δουλειά της νύχτας είναι διάφορο της ημέρας,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/287616,"Ποταγός, Ν. Ν.",Θεσπρωτία
102770,Η δυστυχία δεν κάνει φίλον,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165934,"Ποταγός, Ν. Ν.",Αμοργός
102771,"Η ελπίδα είν' αναμπαίχτα, ένα δίνει χίλια παίρνει",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165919,"Ποταγός, Ν. Ν.",Αχαΐα
102772,Η ζήλεια να ταν ψώρα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165970,"Ποταγός, Ν. Ν.",Αρκαδία
102773,Η ζυγαριά δεν τρέπετι κανένα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165982,"Ποταγός, Ν. Ν.",Θράκη
102774,Η ζωή είναι γλυκειά,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165914,"Ποταγός, Ν. Ν.",Κεφαλληνία
102775,Η ζωντανή ξεχωρισιά είν΄ κάθι μέρα πεθαμός,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/288928,"Ποταγός, Ν. Ν.",Αιτωλία
102776,Η ημέρα είναι για όλους,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165971,"Ποταγός, Ν. Ν.",Κεφαλληνία
102777,Η κακιά ζωή είν' ο χειρότερος πόνος,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165946,"Ποταγός, Ν. Ν.",Κεφαλληνία
102778,Η κότα σγαρλώντα βγάνει τα μάτια της,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/271514,"Ποταγός, Ν. Ν.",Αχαΐα
102779,Η κόττα γραβαλίζοντας βγάνει το φίδι και την τρώει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/271487,"Ποταγός, Ν. Ν.",Αρκαδία
102780,Η μάθησις νικά τα πάντα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265176,"Ποταγός, Ν. Ν.",Αμοργός
102781,Η μέρα που θα ξημερώση φαίνεται,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165891,"Ποταγός, Ν. Ν.",Λακωνία
102782,Η μητρυία είναι οχιά,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/281412,"Ποταγός, Ν. Ν.",Νάξος
102783,Η νύφη που θα γεννηθή της πεθεράς θα μοιάση,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/287613,"Ποταγός, Ν. Ν.",Αρκαδία
102784,Η πάστρα είναι μισή αρχοντιά,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265177,"Ποταγός, Ν. Ν.",Θεσπρωτία
102785,Η παπαδιά πορνεύεται να πληρώνη το χωριό,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265233,"Ποταγός, Ν. Ν.",Αχαΐα
102786,Η πείνα μάτια δεν έχει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265215,"Ποταγός, Ν. Ν.",Κεφαλληνία
102787,Η πείρα νικά τη μάθηση,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265178,"Ποταγός, Ν. Ν.",Λακωνία
102788,Η πενία τέχνας επεξεργάζεται,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265214,"Ποταγός, Ν. Ν.",Κάρπαθος
102789,Η πόρνη με τα κλάϊματα κι ο κλέφτης με τους όρκους,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/202879,"Ποταγός, Ν. Ν.",Ήπειρος
102790,Η πολλή κοπριά καίει το φυτράδι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/202867,"Ποταγός, Ν. Ν.",Αρκαδία
102791,Η σκύλα αν δεν κουνήση την ουρά της δεν πάει ο σκύλος κοντά της,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265238,"Ποταγός, Ν. Ν.",Θεσπρωτία
102792,Η σκύλα από την βιάσυνη της κάνει τα σκύλια της στραβά,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/157116,"Ποταγός, Ν. Ν.",Αρκαδία
102793,Ήρθε το δίκιο στον τόπο του,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165922,"Ποταγός, Ν. Ν.",Ανατολική Θράκη
102794,Ήρταν τ΄άγρια να βγάλουν τα ήμερα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165957,"Ποταγός, Ν. Ν.",Κάρπαθος
102795,Θα βάλω τον κόπανο πίσ' από την πόρτα να κλάψη,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/202855,"Ποταγός, Ν. Ν.",Ήπειρος
102796,Θέλεις καλόγερε γυναίκα;,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165959,"Ποταγός, Ν. Ν.",Αρκαδία
102797,"Θέρος, τρύγος, πόλεμος",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165873,"Ποταγός, Ν. Ν.",Ιωάννινα
102799,"Ιδού η Ρόδο, ιδού και το πήδημα",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165911,"Ποταγός, Ν. Ν.",Μικρά Ασία
102800,Κάθε έθιμον και νόμος,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/285866,"Ποταγός, Ν. Ν.",Αμοργός
102801,Κάθε νοικοκύρης έχει το λογαριασμό του,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/285861,"Ποταγός, Ν. Ν.",Ανατολική Θράκη
102802,Κάθε πουλί από το ποδαράκι του κρέμεται,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/273360,"Ποταγός, Ν. Ν.",Ανατολική Θράκη
102803,Κάθε πράγμα 'ς τον καιρό του,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/267011,"Ποταγός, Ν. Ν.",Ήπειρος
102804,Κάθε τρύπα και καρφί,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165882,"Ποταγός, Ν. Ν.",Ανατολική Θράκη
102805,Κάθεται η πομπή 'ς τη στράτα κι' ανεμπαίζει τους διαβάτες,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265184,"Ποταγός, Ν. Ν.",Αχαΐα
102806,Κάθεται και γλύφει το κόκκαλο,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/267014,"Ποταγός, Ν. Ν.",Ήπειρος
102807,Κάθώς κάμης θα βρής,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/269711,"Ποταγός, Ν. Ν.",Αχαΐα
102808,Κάλλιο άντρα μ' ένα μάτι παρά παιδί,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/157068,"Ποταγός, Ν. Ν.",Αχαΐα
102809,Κάλλιο η μάμα μου πέρι η μάννα μου,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/202854,"Ποταγός, Ν. Ν.",Λακωνία
102810,"Κάλλιο λόγια 'ς το χωράφι παρά, μάγγανα 'ς τ' αλώνι",Άδηλου τόπου,http://hdl.handle.net/20.500.11853/202872,"Ποταγός, Ν. Ν.",Ήπειρος
102811,Κάλλιο νου παράδειγμα παρά χίλια λόγια,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265193,"Ποταγός, Ν. Ν.",Αχαΐα
102812,Κάλλιο σοφός παρά πλούσιος,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265220,"Ποταγός, Ν. Ν.",Θεσπρωτία
102813,Κάλλιο τρεις μέρες μακριά κι' από το γεφύρι παρά από το ποτάμι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165974,"Ποταγός, Ν. Ν.",Λακωνία
102814,Κάμε με προφήτη να σε κάμω πλούσιον,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265213,"Ποταγός, Ν. Ν.",Κεφαλληνία
102815,Κάμε του λαγού καλό να φάη το γέννημά σου,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/268392,"Ποταγός, Ν. Ν.",Εύβοια
102816,Κάνει ο πατήρ και λαμβάνει ο γιος,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265231,"Ποταγός, Ν. Ν.",Πόντος
102817,Κάποιον στην αγορά πομπεύανε τάχα να το ξεύρανε στο σπίτι του,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265387,"Ποταγός, Ν. Ν.",Επτάνησος
102818,Καδενας αν δεν παινέψη το σπίτι του πέφτει και του πλακώνει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265205,"Ποταγός, Ν. Ν.",Θεσπρωτία
102819,Καθ' έναν με τον πόνο του,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265203,"Ποταγός, Ν. Ν.",Ανατολική Θράκη
102820,Καθ' ένας αγαπά τον εαυτό του,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165904,"Ποταγός, Ν. Ν.",Ανατολική Θράκη
102821,Καθ' ένας τα δικά του λάθη δεν βλέπει αλλά βλέπει του άλλου,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165913,"Ποταγός, Ν. Ν.",Λακωνία
102822,Καθένας με την αραδά του,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/157115,"Ποταγός, Ν. Ν.",Ανατολική Θράκη
102823,Καθείς κλαίει τον πόνο του,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265185,"Ποταγός, Ν. Ν.",Κρήτη
102824,Και κόρκορος εν λαχάνοις και Σαούλ εν προφήταις,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/267015,"Ποταγός, Ν. Ν.",Πόντος
102825,και ρήξε με ς τη θάλασσα να πλέκω σαν τζεκούρι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/265234,"Ποταγός, Ν. Ν.",Αμοργός
102826,Καινούργιο κόσκινο κρεμάσω παλιό μου κόσκινο που να σε πετάξω,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/267009,"Ποταγός, Ν. Ν.",Εύβοια
102827,Καινούριο κόσκινο ψηλά το κρεμάνε,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/267010,"Ποταγός, Ν. Ν.",Εύβοια
102828,Καιρός παντί πράγματι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/267016,"Ποταγός, Ν. Ν.",Μικρά Ασία
102829,Κακήν είσοδος μ' απώλεσε,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/268394,"Ποταγός, Ν. Ν.",Πόντος
102830,Καλό ν' και το ρουπόφυλλο με το ρογί το λάδι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/202844,"Ποταγός, Ν. Ν.",Μακεδονία
102831,Καρδιά από μάρμαρο,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/269712,"Ποταγός, Ν. Ν.",Αρκαδία
102832,Κατά μάννα κατά τάτα κατά ο γιος και θυγατέρα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/202860,"Ποταγός, Ν. Ν.",Κρήτη
102833,Κατά το γάμο κι ο χορός,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/202841,"Ποταγός, Ν. Ν.",Μικρά Ασία
102834,Κατά το γαμπρό και η νύφη,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165973,"Ποταγός, Ν. Ν.",Εύβοια
102835,Κατά το όνομα και το πράμα,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/202857,"Ποταγός, Ν. Ν.",Αρκαδία
102836,Κείνος πόχει και τα γένεια έχει και τα κτένια,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165878,"Ποταγός, Ν. Ν.",Ανατολική Θράκη
102837,Κοντός ψαλμός αλληλούια,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/202868,"Ποταγός, Ν. Ν.",Κρήτη
102838,Κοπονίζω νερό 'ςτο χαβάνι,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/285864,"Ποταγός, Ν. Ν.",Ήπειρος
102839,Κουκκ' ήταν κ' έσκασε;,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/271516,"Ποταγός, Ν. Ν.",Ανατολική Θράκη
102840,Κουκκί το κουκκί γεμίζει το σακκί,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165961,"Ποταγός, Ν. Ν.",Αρκαδία
102841,Κουντά 'ς τα χλωρά καίονται και τα ξηρά,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/267013,"Ποταγός, Ν. Ν.",Εύβοια
102842,Κράζουν το γουρούνι 'ς το μαχτό και κείνο πάγει 'ς το σκατό,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165885,"Ποταγός, Ν. Ν.",Θράκη
102843,Κράτει το θυμό σου πίσω,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/165874,"Ποταγός, Ν. Ν.",Λακωνία
102844,Κρασί την κάρα σει,Άδηλου τόπου,http://hdl.handle.net/20.500.11853/273361,"Ποταγός, Ν. Ν.",Εύβοια
